ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5010518,F,Y,Y,0,63273.32,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14892,-2512,1,0,0,0,High skill tech staff,1
5010519,F,Y,N,0,56202.31,Working,Incomplete higher,Married,House / apartment,-11818,-1606,1,0,1,0,High skill tech staff,2
5010520,F,Y,Y,0,64958.95,Pensioner,Higher education,Married,House / apartment,-10079,365243,1,0,1,1,Cooking staff,2
5010521,F,N,Y,0,104821.36,State servant,Secondary / secondary special,Single / not married,House / apartment,-11126,-1789,1,0,1,0,Accountants,1
5010522,F,N,Y,0,77281.66,Commercial associate,Higher education,Married,House / apartment,-18647,-206,1,0,0,0,Managers,2
5010523,M,N,N,0,74225.25,Working,Secondary / secondary special,Married,House / apartment,-9882,-446,1,0,0,0,Sales staff,2
5010524,M,N,N,0,82093.65,Working,Secondary / secondary special,Married,House / apartment,-16640,-2069,1,0,1,0,High skill tech staff,2
5010525,F,Y,Y,1,62000.04,Commercial associate,Higher education,Civil marriage,House / apartment,-13655,-928,1,1,1,0,Core staff,3
5010526,F,Y,N,0,114890.16,State servant,Higher education,Married,House / apartment,-11156,-879,1,1,1,0,Managers,2
5010527,M,Y,N,1,97026.89,Working,Secondary / secondary special,Single / not married,House / apartment,-9681,-238,1,1,0,0,High skill tech staff,2
5010528,F,N,N,1,73333.96,Commercial associate,Incomplete higher,Married,House / apartment,-14713,-3660,1,0,1,0,Core staff,3
5010529,M,Y,N,0,41512.02,Working,Secondary / secondary special,Single / not married,House / apartment,-20489,-822,1,1,0,1,Private service staff,1
5010530,F,N,N,0,140741.15,Commercial associate,Secondary / secondary special,Married,House / apartment,-15658,-835,1,1,0,1,Security staff,2
5010531,F,N,N,1,101953.26,Pensioner,Secondary / secondary special,Married,House / apartment,-25567,365243,1,0,1,0,Sales staff,3
5010532,F,Y,Y,0,97105.98,Working,Secondary / secondary special,Married,House / apartment,-22675,-418,1,0,0,0,Medicine staff,2
5010533,M,N,Y,0,171032.3,Commercial associate,Higher education,Civil marriage,Rented apartment,-11446,-3909,1,1,1,0,Private service staff,2
5010534,F,N,Y,1,103542.76,Working,Secondary / secondary special,Single / not married,Rented apartment,-10632,-2051,1,1,1,0,Managers,2
5010535,M,Y,N,1,71376.74,Working,Secondary / secondary special,Single / not married,House / apartment,-18892,-602,1,0,0,0,Cooking staff,2
5010536,M,Y,Y,0,56651.48,Pensioner,Secondary / secondary special,Married,House / apartment,-11778,365243,1,1,0,0,Cooking staff,2
5010537,M,N,Y,2,55558.48,Working,Incomplete higher,Married,With parents,-12184,-4684,1,1,0,0,Medicine staff,4
5010538,F,N,Y,0,83939.7,Working,Secondary / secondary special,Married,House / apartment,-17730,-2851,1,0,0,0,Drivers,2
5010539,F,Y,Y,0,118579.13,Commercial associate,Higher education,Married,Municipal apartment,-21974,-2246,1,0,1,0,Private service staff,2
5010540,M,N,Y,1,119249.34,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-18775,-812,1,1,1,0,Security staff,3
5010541,F,N,N,3,36671.86,Working,Higher education,Married,House / apartment,-15779,-4925,1,1,0,0,Cleaning staff,5
5010542,F,N,N,1,116109.36,Pensioner,Secondary / secondary special,Married,Rented apartment,-19967,365243,1,1,0,1,Cooking staff,3
5010543,F,Y,N,3,63059.85,Working,Secondary / secondary special,Civil marriage,House / apartment,-22110,-333,1,1,1,0,Security staff,5
5010544,F,N,N,0,54492.39,Pensioner,Higher education,Married,House / apartment,-14683,365243,1,1,0,0,Sales staff,2
5010545,M,Y,N,0,87818.43,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,-3440,1,1,0,0,Sales staff,2
5010546,F,Y,Y,0,108427.73,Working,Secondary / secondary special,Married,House / apartment,-12590,-6671,1,1,1,0,Private service staff,2
5010547,F,N,Y,1,39473.7,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14946,-356,1,0,0,0,Managers,2
5010548,M,Y,Y,0,81526.81,Working,Higher education,Married,Co-op apartment,-13694,-298,1,0,0,0,Laborers,2
5010549,M,N,N,0,32512.98,Working,Secondary / secondary special,Married,House / apartment,-16688,-5650,1,1,0,0,Security staff,2
5010550,M,N,Y,0,108657.52,Working,Secondary / secondary special,Single / not married,House / apartment,-11130,-318,1,1,0,0,Private service staff,1
5010551,M,N,N,1,41990.87,Commercial associate,Higher education,Married,House / apartment,-16491,-4195,1,0,1,0,Accountants,3
5010552,F,N,N,2,80448.58,Pensioner,Incomplete higher,Single / not married,Municipal apartment,-13552,365243,1,0,1,0,Accountants,3
5010553,F,N,Y,0,60887.5,Working,Secondary / secondary special,Married,House / apartment,-15486,-953,1,0,1,0,Security staff,2
5010554,F,Y,Y,0,54982.66,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-20965,-919,1,0,1,0,Cooking staff,2
5010555,F,N,N,0,27000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-23546,-277,1,0,0,0,Cleaning staff,2
5010556,M,N,N,0,36331.06,Working,Higher education,Separated,House / apartment,-15551,-416,1,0,1,0,Cooking staff,2
5010557,F,N,Y,0,70432.29,Commercial associate,Secondary / secondary special,Married,House / apartment,-21135,-1266,1,0,0,0,Core staff,2
5010558,M,Y,N,2,45933.05,Pensioner,Secondary / secondary special,Married,House / apartment,-16335,365243,1,0,1,1,Managers,4
5010559,F,N,N,2,62360.51,Pensioner,Lower secondary,Married,House / apartment,-9555,365243,1,0,0,0,Drivers,4
5010560,M,N,N,0,49345.06,Working,Secondary / secondary special,Married,With parents,-16145,-1633,1,1,0,1,Core staff,2
5010561,F,Y,Y,0,63631.28,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10278,365243,1,1,1,0,Security staff,2
5010562,M,N,Y,0,40100.27,Pensioner,Secondary / secondary special,Married,House / apartment,-20506,365243,1,0,1,0,Sales staff,2
5010563,M,N,Y,0,57637.13,Pensioner,Higher education,Single / not married,House / apartment,-14072,365243,1,1,0,0,Managers,1
5010564,M,Y,N,0,63960.33,Pensioner,Incomplete higher,Single / not married,House / apartment,-7305,365243,1,0,0,0,Security staff,1
5010565,F,N,N,0,74218.26,Working,Secondary / secondary special,Separated,House / apartment,-9549,-3534,1,0,0,0,High skill tech staff,2
5010566,F,N,N,0,29364.7,State servant,Secondary / secondary special,Married,House / apartment,-12900,-367,1,0,0,0,Medicine staff,2
5010567,M,Y,N,1,75027.66,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-7305,-896,1,1,0,0,Sales staff,3
5010568,F,N,N,1,41942.35,Working,Secondary / secondary special,Married,House / apartment,-16571,-2226,1,0,1,0,Sales staff,3
5010569,F,N,N,0,36936.35,Working,Secondary / secondary special,Separated,House / apartment,-19855,-2784,1,0,0,0,Cleaning staff,2
5010570,F,N,Y,2,135357.19,Working,Secondary / secondary special,Widow,Rented apartment,-13454,-644,1,0,0,0,Private service staff,4
5010571,F,N,Y,0,105320.44,Pensioner,Secondary / secondary special,Married,House / apartment,-15811,365243,1,0,0,0,Core staff,2
5010572,M,N,N,0,96326.37,Pensioner,Secondary / secondary special,Married,House / apartment,-22861,365243,1,0,1,0,Laborers,2
5010573,M,Y,N,1,65487.02,Working,Higher education,Married,House / apartment,-12803,-971,1,0,0,0,Accountants,3
5010574,F,N,Y,0,54698.24,Commercial associate,Higher education,Married,House / apartment,-12871,-3605,1,0,1,0,Core staff,2
5010575,F,N,Y,1,153835.77,Working,Secondary / secondary special,Single / not married,Rented apartment,-13307,-3372,1,0,0,0,High skill tech staff,2
5010576,F,Y,Y,2,78231.45,Commercial associate,Higher education,Married,House / apartment,-18265,-2142,1,0,0,0,Laborers,4
5010577,F,Y,Y,0,46656.4,Pensioner,Higher education,Civil marriage,Municipal apartment,-11818,365243,1,0,0,0,Laborers,2
5010578,M,N,N,0,44471.1,Working,Secondary / secondary special,Married,House / apartment,-15062,-556,1,0,0,0,Security staff,2
5010579,F,N,Y,0,85441.83,Working,Lower secondary,Married,Rented apartment,-21681,-1231,1,0,0,0,Cleaning staff,2
5010580,M,N,Y,0,61450.57,Working,Academic degree,Married,House / apartment,-10451,-1998,1,1,0,1,Laborers,2
5010581,F,N,N,0,122592.13,Student,Secondary / secondary special,Married,House / apartment,-18042,-349,1,0,1,0,Managers,2
5010582,F,N,Y,1,75815.24,Pensioner,Secondary / secondary special,Married,House / apartment,-19729,365243,1,0,1,0,Cooking staff,3
5010583,F,N,Y,0,40122.49,Working,Higher education,Married,House / apartment,-18719,-2773,1,0,0,0,Core staff,2
5010584,F,N,Y,0,185440.87,Working,Secondary / secondary special,Married,House / apartment,-19360,-259,1,0,0,0,Private service staff,2
5010585,M,N,Y,0,43902.03,Commercial associate,Higher education,Married,House / apartment,-12501,-5416,1,0,0,0,High skill tech staff,2
5010586,M,N,Y,0,39695.02,Working,Secondary / secondary special,Married,House / apartment,-19058,-1290,1,0,1,0,Core staff,2
5010587,F,N,N,0,70125.77,Commercial associate,Higher education,Married,House / apartment,-11943,-847,1,1,0,0,Laborers,2
5010588,F,N,Y,1,92308.81,Commercial associate,Secondary / secondary special,Married,With parents,-15086,-243,1,0,0,1,Drivers,3
5010589,M,N,N,3,46644.4,Working,Secondary / secondary special,Married,With parents,-10076,-2033,1,0,1,0,Sales staff,5
5010590,F,Y,Y,0,103545.37,Working,Higher education,Married,Municipal apartment,-15773,-1602,1,0,0,0,Core staff,2
5010591,F,Y,N,1,57139.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-15525,-1396,1,0,0,0,Sales staff,3
5010592,M,Y,N,2,248347.75,Working,Secondary / secondary special,Widow,House / apartment,-21239,-2511,1,0,1,0,Cooking staff,4
5010593,M,N,Y,0,86399.35,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-11091,-2113,1,0,1,0,Managers,2
5010594,F,N,N,0,42510.99,Student,Secondary / secondary special,Married,House / apartment,-14200,-3668,1,1,0,0,Drivers,2
5010595,F,N,Y,3,51442.68,Student,Secondary / secondary special,Single / not married,House / apartment,-11844,-3152,1,0,1,0,Cooking staff,4
5010596,F,N,Y,3,93580.28,Working,Secondary / secondary special,Married,House / apartment,-13134,-246,1,0,1,0,High skill tech staff,5
5010597,F,N,N,0,48724.07,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-9128,-153,1,0,0,0,Sales staff,2
5010598,M,Y,N,1,70394.12,Working,Higher education,Separated,House / apartment,-10537,-79,1,0,1,0,Laborers,3
5010599,F,Y,N,1,195804.48,Student,Higher education,Widow,House / apartment,-18031,-142,1,1,0,1,Cooking staff,3
5010600,M,N,N,1,100700.18,Working,Secondary / secondary special,Married,House / apartment,-9635,-1644,1,0,0,0,Managers,3
5010601,M,N,N,2,98459.69,Commercial associate,Higher education,Married,House / apartment,-7305,-19,1,0,1,0,Cleaning staff,4
5010602,F,N,N,1,197202.24,Working,Secondary / secondary special,Married,Co-op apartment,-18453,-2948,1,0,1,0,Cooking staff,3
5010603,F,Y,Y,0,50038.2,Working,Secondary / secondary special,Married,House / apartment,-11932,-2273,1,0,0,0,Core staff,2
5010604,M,Y,Y,2,72527.37,Working,Secondary / secondary special,Married,With parents,-20331,-1203,1,1,0,0,Private service staff,4
5010605,M,N,Y,0,62839.63,State servant,Secondary / secondary special,Married,House / apartment,-14874,-68,1,0,0,1,Medicine staff,2
5010606,F,N,Y,1,53464.82,Commercial associate,Secondary / secondary special,Married,House / apartment,-15412,-1618,1,0,1,0,Drivers,3
5010607,F,N,Y,1,64369.07,State servant,Higher education,Married,House / apartment,-9323,-1023,1,0,0,0,Laborers,3
5010608,F,N,N,2,58230.27,Working,Secondary / secondary special,Married,House / apartment,-12909,-2330,1,1,0,1,Managers,4
5010609,F,Y,Y,4,52624.87,Working,Lower secondary,Married,House / apartment,-13672,-1091,1,0,1,0,Sales staff,6
5010610,F,N,N,1,63086.98,Working,Secondary / secondary special,Single / not married,Municipal apartment,-18977,-301,1,0,0,1,Core staff,2
5010611,F,Y,Y,0,52727.23,Working,Secondary / secondary special,Married,House / apartment,-16391,-2334,1,1,1,0,Laborers,2
5010612,M,Y,N,1,85999.5,Pensioner,Higher education,Married,Municipal apartment,-16040,365243,1,1,0,0,Accountants,3
5010613,M,N,N,1,45372.24,Working,Higher education,Separated,House / apartment,-12904,-1770,1,1,1,0,Private service staff,3
5010614,M,N,Y,1,121593.9,Pensioner,Secondary / secondary special,Married,House / apartment,-15113,365243,1,0,0,0,Accountants,3
5010615,F,N,N,0,105123.06,Working,Secondary / secondary special,Married,House / apartment,-20063,-11278,1,0,0,0,Core staff,2
5010616,F,N,Y,0,91401.39,State servant,Higher education,Married,House / apartment,-17302,-3138,1,0,0,0,Laborers,2
5010617,F,Y,N,0,58142.13,Pensioner,Secondary / secondary special,Married,Office apartment,-15151,365243,1,0,0,0,Accountants,2
5010618,M,Y,Y,0,74759.79,Pensioner,Secondary / secondary special,Married,House / apartment,-13017,365243,1,0,0,1,Drivers,2
5010619,M,Y,Y,1,68697.28,Pensioner,Incomplete higher,Married,Municipal apartment,-18880,365243,1,1,1,1,Cooking staff,3
5010620,M,N,N,2,74122.89,Commercial associate,Secondary / secondary special,Married,Office apartment,-16029,-34,1,0,1,0,Core staff,4
5010621,M,Y,N,3,37439.06,Pensioner,Higher education,Married,House / apartment,-17064,365243,1,0,0,0,Private service staff,5
5010622,F,N,Y,0,77055.77,Pensioner,Incomplete higher,Separated,House / apartment,-16414,365243,1,0,0,0,Laborers,2
5010623,F,Y,N,2,86038.85,Working,Secondary / secondary special,Married,Municipal apartment,-18706,-1374,1,0,1,1,High skill tech staff,4
5010624,F,N,Y,1,150546.6,Commercial associate,Higher education,Separated,House / apartment,-8985,-796,1,0,0,0,Cleaning staff,3
5010625,F,N,Y,0,44204.53,Pensioner,Secondary / secondary special,Married,House / apartment,-15567,365243,1,1,1,0,Core staff,2
5010626,F,N,Y,0,40427.81,Pensioner,Secondary / secondary special,Married,House / apartment,-11840,365243,1,0,0,1,Security staff,2
5010627,F,Y,Y,1,119578.43,Working,Secondary / secondary special,Married,House / apartment,-12989,-2219,1,1,0,0,Cooking staff,3
5010628,M,N,N,0,34334.6,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-11793,-2032,1,0,1,0,Sales staff,2
5010629,F,N,N,0,151415.34,Working,Higher education,Married,House / apartment,-16915,-53,1,1,1,0,Sales staff,2
5010630,F,N,Y,0,132127.16,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21183,365243,1,1,1,0,Managers,1
5010631,F,N,N,2,97792.69,Pensioner,Higher education,Separated,With parents,-20714,365243,1,1,0,0,Laborers,4
5010632,M,Y,Y,1,34246.64,Working,Secondary / secondary special,Married,House / apartment,-18391,-33,1,0,1,0,Laborers,3
5010633,M,N,Y,2,67526.07,Working,Secondary / secondary special,Separated,Office apartment,-21859,-1943,1,1,1,0,Core staff,4
5010634,M,N,N,2,71236.45,State servant,Secondary / secondary special,Married,With parents,-15335,-3180,1,0,0,0,High skill tech staff,4
5010635,F,N,Y,4,84509.94,Working,Higher education,Married,With parents,-11532,-6493,1,0,0,0,Laborers,6
5010636,M,N,Y,2,96467.61,Commercial associate,Secondary / secondary special,Married,House / apartment,-14627,-2944,1,0,1,0,Cooking staff,4
5010637,F,Y,N,0,50277.86,Working,Secondary / secondary special,Single / not married,House / apartment,-17162,-325,1,1,0,0,Cleaning staff,1
5010638,F,Y,N,3,124312.46,Working,Secondary / secondary special,Married,House / apartment,-19861,-493,1,0,0,0,Managers,5
5010639,M,Y,Y,0,94865.73,Working,Lower secondary,Single / not married,With parents,-20561,-5572,1,0,1,0,Laborers,1
5010640,F,N,Y,1,94399.63,Working,Secondary / secondary special,Separated,House / apartment,-8324,-1189,1,0,0,0,Private service staff,3
5010641,F,Y,Y,3,65400.48,Working,Higher education,Married,House / apartment,-7305,-357,1,0,1,0,Medicine staff,5
5010642,F,N,N,0,88794.28,Working,Higher education,Married,With parents,-14308,-89,1,1,0,0,Core staff,2
5010643,F,N,N,2,27000.0,Student,Higher education,Married,House / apartment,-19191,-37,1,0,1,0,Managers,4
5010644,M,N,N,3,89215.24,Working,Secondary / secondary special,Married,House / apartment,-13558,-2315,1,0,0,0,Cooking staff,5
5010645,M,Y,N,2,167526.23,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13381,-398,1,0,0,0,Cooking staff,3
5010646,F,Y,N,2,108060.24,Commercial associate,Higher education,Single / not married,House / apartment,-13016,-5121,1,0,0,0,Core staff,3
5010647,F,N,N,0,101930.85,Pensioner,Secondary / secondary special,Married,House / apartment,-13627,365243,1,0,0,0,Cleaning staff,2
5010648,F,Y,Y,0,107629.82,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16944,-2456,1,0,1,0,Security staff,2
5010649,F,Y,N,2,133873.26,Working,Secondary / secondary special,Married,House / apartment,-7439,-372,1,0,0,0,Core staff,4
5010650,F,Y,N,0,66197.1,Pensioner,Secondary / secondary special,Single / not married,With parents,-19258,365243,1,0,1,0,Cooking staff,1
5010651,F,N,Y,2,119683.96,Working,Secondary / secondary special,Separated,House / apartment,-18284,-35,1,0,1,0,Cleaning staff,4
5010652,F,Y,Y,0,91925.07,Pensioner,Secondary / secondary special,Married,With parents,-9410,365243,1,0,0,0,Sales staff,2
5010653,F,Y,Y,1,75526.83,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-16434,365243,1,0,1,0,Accountants,3
5010654,M,Y,N,0,143672.8,State servant,Secondary / secondary special,Married,House / apartment,-16827,-32,1,0,0,1,Medicine staff,2
5010655,F,Y,Y,0,51853.46,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-11259,365243,1,0,0,1,Security staff,2
5010656,M,N,N,1,52845.8,Working,Higher education,Married,House / apartment,-13246,-7247,1,0,0,0,Medicine staff,3
5010657,F,Y,Y,1,27000.0,Pensioner,Higher education,Married,House / apartment,-13401,365243,1,0,1,0,Cooking staff,3
5010658,M,N,N,0,45956.48,Pensioner,Higher education,Married,House / apartment,-7311,365243,1,0,1,0,Medicine staff,2
5010659,F,Y,Y,0,58682.93,Working,Secondary / secondary special,Married,Municipal apartment,-12586,-2547,1,0,1,0,Drivers,2
5010660,F,N,N,0,71321.4,Commercial associate,Higher education,Married,House / apartment,-19069,-625,1,0,0,0,Drivers,2
5010661,M,Y,Y,2,91533.66,Working,Higher education,Married,House / apartment,-11431,-204,1,0,0,0,High skill tech staff,4
5010662,F,N,Y,0,113620.18,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-15613,-1155,1,0,1,0,Drivers,2
5010663,M,N,Y,1,37623.24,Working,Secondary / secondary special,Single / not married,House / apartment,-17007,-2986,1,0,0,1,Accountants,2
5010664,F,N,Y,0,77253.23,Working,Higher education,Single / not married,House / apartment,-11598,-1019,1,0,0,0,Managers,1
5010665,M,N,N,3,44730.67,Commercial associate,Secondary / secondary special,Married,House / apartment,-19549,-504,1,0,0,0,Laborers,5
5010666,M,Y,N,0,37607.32,Commercial associate,Academic degree,Single / not married,House / apartment,-13783,-9619,1,0,1,0,Sales staff,1
5010667,M,Y,Y,0,86001.35,Working,Secondary / secondary special,Single / not married,House / apartment,-13762,-887,1,0,0,0,Medicine staff,1
5010668,F,Y,Y,0,76942.85,Working,Secondary / secondary special,Married,Office apartment,-15729,-2101,1,0,0,1,Core staff,2
5010669,M,Y,N,2,93591.58,Commercial associate,Secondary / secondary special,Married,House / apartment,-25567,-874,1,0,0,1,Accountants,4
5010670,F,Y,N,3,97721.77,Working,Secondary / secondary special,Single / not married,House / apartment,-18949,-3520,1,0,0,0,Drivers,4
5010671,M,N,Y,2,57460.56,Working,Incomplete higher,Single / not married,Municipal apartment,-15538,-359,1,1,1,0,Core staff,3
5010672,M,Y,Y,1,126396.42,Pensioner,Lower secondary,Married,House / apartment,-12957,365243,1,0,0,0,Laborers,3
5010673,M,Y,Y,0,46200.91,Working,Lower secondary,Married,House / apartment,-20057,-2135,1,0,1,0,Cleaning staff,2
5010674,M,Y,Y,0,43139.81,Student,Incomplete higher,Married,House / apartment,-21624,-1279,1,0,0,0,High skill tech staff,2
5010675,F,N,N,3,89241.04,Pensioner,Higher education,Single / not married,With parents,-17950,365243,1,1,1,1,Cooking staff,4
5010676,F,N,N,1,81417.46,Working,Secondary / secondary special,Single / not married,House / apartment,-15757,-3604,1,1,1,0,Medicine staff,2
5010677,F,N,Y,0,48781.41,Working,Higher education,Single / not married,House / apartment,-19527,-2797,1,0,1,0,Core staff,1
5010678,M,N,Y,1,48224.58,Working,Secondary / secondary special,Married,House / apartment,-18734,-2452,1,0,1,1,Medicine staff,3
5010679,M,Y,N,0,88427.66,Working,Secondary / secondary special,Married,Rented apartment,-14041,-1771,1,0,0,0,High skill tech staff,2
5010680,F,N,Y,2,82875.19,Commercial associate,Higher education,Married,House / apartment,-18181,-3511,1,0,1,0,Sales staff,4
5010681,F,Y,Y,1,43516.59,Working,Secondary / secondary special,Married,House / apartment,-12871,-3863,1,0,1,0,Medicine staff,3
5010682,M,N,N,0,53024.12,State servant,Secondary / secondary special,Married,House / apartment,-16617,-2142,1,0,0,0,Accountants,2
5010683,F,N,Y,0,46378.6,Working,Secondary / secondary special,Single / not married,House / apartment,-8738,-3202,1,1,0,0,Cooking staff,1
5010684,M,Y,N,2,27000.0,Working,Secondary / secondary special,Married,House / apartment,-19150,-1253,1,0,0,0,Sales staff,4
5010685,M,N,N,0,144652.88,Pensioner,Higher education,Married,House / apartment,-11529,365243,1,0,1,0,Private service staff,2
5010686,F,N,N,0,82390.03,Working,Higher education,Married,House / apartment,-18669,-1906,1,0,1,0,Sales staff,2
5010687,M,N,Y,0,130507.19,Commercial associate,Secondary / secondary special,Married,House / apartment,-13369,-762,1,0,1,0,Drivers,2
5010688,F,Y,N,0,62767.47,Pensioner,Higher education,Married,House / apartment,-11769,365243,1,0,0,0,High skill tech staff,2
5010689,M,N,N,0,44980.08,Working,Higher education,Married,House / apartment,-10567,-6453,1,0,0,1,Medicine staff,2
5010690,F,Y,Y,1,47228.67,Working,Secondary / secondary special,Married,House / apartment,-15476,-5752,1,0,0,0,High skill tech staff,3
5010691,M,Y,Y,3,47209.75,Working,Secondary / secondary special,Married,House / apartment,-18423,-1108,1,0,1,0,Drivers,5
5010692,F,Y,Y,2,56423.15,Working,Secondary / secondary special,Married,House / apartment,-9734,-2319,1,1,0,0,Medicine staff,4
5010693,M,N,N,1,33729.87,Commercial associate,Secondary / secondary special,Married,House / apartment,-12972,-372,1,1,0,0,Cleaning staff,3
5010694,F,N,Y,2,60273.83,State servant,Secondary / secondary special,Married,House / apartment,-17686,-31,1,1,0,0,Drivers,4
5010695,F,Y,Y,2,54868.54,Commercial associate,Secondary / secondary special,Married,House / apartment,-13556,-10614,1,0,1,0,Core staff,4
5010696,F,N,N,1,113164.48,Pensioner,Secondary / secondary special,Married,House / apartment,-24798,365243,1,0,0,0,Managers,3
5010697,F,Y,Y,0,95666.9,Working,Secondary / secondary special,Married,House / apartment,-10542,-1035,1,0,1,0,Sales staff,2
5010698,F,Y,Y,0,60399.95,Pensioner,Incomplete higher,Married,Rented apartment,-16438,365243,1,0,1,0,High skill tech staff,2
5010699,M,N,Y,0,92778.91,Commercial associate,Secondary / secondary special,Married,House / apartment,-19031,-268,1,0,0,0,Drivers,2
5010700,M,N,N,4,42290.99,State servant,Higher education,Married,House / apartment,-11323,-1028,1,0,1,0,Drivers,6
5010701,M,N,N,0,38893.49,Pensioner,Higher education,Married,With parents,-21436,365243,1,0,0,0,High skill tech staff,2
5010702,M,N,N,2,69766.64,Pensioner,Lower secondary,Married,House / apartment,-19905,365243,1,0,1,0,Cooking staff,4
5010703,F,Y,Y,2,76963.53,Working,Higher education,Civil marriage,House / apartment,-13111,-1720,1,0,0,0,Drivers,4
5010704,M,N,N,1,68180.56,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18701,-5237,1,0,1,0,Private service staff,3
5010705,F,N,Y,0,144058.66,Working,Secondary / secondary special,Widow,House / apartment,-13626,-3383,1,0,0,0,Medicine staff,2
5010706,F,Y,Y,0,103121.27,Working,Higher education,Married,Municipal apartment,-9645,-469,1,0,0,0,Core staff,2
5010707,F,N,N,2,122697.92,Working,Higher education,Single / not married,House / apartment,-18267,-847,1,1,1,0,Private service staff,3
5010708,F,N,N,1,55457.75,Pensioner,Higher education,Widow,House / apartment,-15842,365243,1,0,1,0,Drivers,3
5010709,M,N,N,0,86358.82,Working,Higher education,Separated,House / apartment,-14910,-825,1,1,0,0,Sales staff,2
5010710,F,N,Y,0,43401.71,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15422,-1403,1,0,0,0,Medicine staff,2
5010711,M,Y,Y,0,50732.82,Pensioner,Higher education,Civil marriage,House / apartment,-16050,365243,1,0,0,0,Managers,2
5010712,F,N,Y,0,86298.07,Working,Secondary / secondary special,Single / not married,House / apartment,-11912,-1511,1,0,0,0,Drivers,1
5010713,F,Y,Y,1,46872.48,Working,Incomplete higher,Separated,House / apartment,-11876,-555,1,0,0,0,Medicine staff,3
5010714,F,N,Y,0,49235.25,Working,Secondary / secondary special,Separated,House / apartment,-15251,-4241,1,1,0,0,Medicine staff,2
5010715,M,N,N,3,90701.81,Commercial associate,Secondary / secondary special,Married,House / apartment,-17153,-4134,1,0,0,0,Cleaning staff,5
5010716,M,Y,Y,3,49913.57,Working,Secondary / secondary special,Married,With parents,-17502,-931,1,1,1,0,Medicine staff,5
5010717,M,Y,Y,1,118314.07,Working,Secondary / secondary special,Married,House / apartment,-17848,-268,1,0,0,0,Cleaning staff,3
5010718,M,N,Y,2,65700.75,Working,Higher education,Married,House / apartment,-20314,-1818,1,0,0,0,Security staff,4
5010719,M,N,Y,2,67076.43,Working,Secondary / secondary special,Widow,House / apartment,-10716,-2299,1,1,1,0,Laborers,4
5010720,F,N,N,2,82920.11,Pensioner,Secondary / secondary special,Married,With parents,-18144,365243,1,0,1,1,High skill tech staff,4
5010721,M,Y,N,0,68367.19,Working,Higher education,Married,House / apartment,-18003,-605,1,0,0,0,Managers,2
5010722,F,N,N,0,84119.25,Working,Secondary / secondary special,Civil marriage,House / apartment,-15595,-4734,1,0,0,1,Accountants,2
5010723,F,N,N,0,46223.72,Commercial associate,Higher education,Married,House / apartment,-17957,-4455,1,0,0,0,High skill tech staff,2
5010724,F,N,Y,3,27000.0,Working,Higher education,Separated,House / apartment,-13125,-462,1,0,0,0,Cooking staff,5
5010725,M,Y,N,2,36082.0,Working,Secondary / secondary special,Married,Office apartment,-13178,-53,1,1,0,0,Core staff,4
5010726,M,N,Y,0,58240.03,Working,Lower secondary,Married,House / apartment,-19675,-59,1,0,0,0,Cleaning staff,2
5010727,F,Y,Y,0,93453.79,Working,Higher education,Single / not married,House / apartment,-17164,-9010,1,0,1,0,High skill tech staff,1
5010728,M,Y,Y,1,215202.81,Working,Secondary / secondary special,Married,With parents,-17732,-2832,1,1,1,0,Sales staff,3
5010729,F,N,Y,0,54363.71,Pensioner,Secondary / secondary special,Married,House / apartment,-13511,365243,1,0,0,0,Core staff,2
5010730,M,Y,Y,0,52731.06,Pensioner,Secondary / secondary special,Married,House / apartment,-14073,365243,1,0,0,0,Managers,2
5010731,F,Y,N,2,86559.64,State servant,Incomplete higher,Married,With parents,-13187,-2307,1,0,1,0,High skill tech staff,4
5010732,F,N,Y,0,81700.35,Working,Higher education,Married,House / apartment,-14375,-4784,1,0,0,0,Security staff,2
